1405147	"TA"	999	25/09/2014 08:13:43	"CON"	""	0,0000	0,6800	3,8000	0.0000	5,3500	25/09/2014 23:59:59	"EUR"
1405148	"TA"	999	25/09/2014 08:18:35	"CON"	""	0,0000	0,0000	2,1900	0.0000	2,6500	25/09/2014 23:59:59	"EUR"
1405149	"TA"	999	25/09/2014 09:57:07	"CON"	""	0,0000	0,0000	0,0000	0.0000	0,0000	25/09/2014 23:59:59	"EUR"
1405150	"TA"	999	25/09/2014 10:08:09	"CON"	""	0,0000	0,0000	12,8900	0.0000	15,6000	25/09/2014 23:59:59	"EUR"
1405151	"TA"	999	25/09/2014 10:53:53	"CON"	""	0,0000	0,2500	0,0000	0.0000	0,2800	25/09/2014 23:59:59	"EUR"
1405153	"TA"	999	25/09/2014 11:10:14	"CON"	""	2,6000	0,0000	0,0000	0.0000	2,7000	25/09/2014 23:59:59	"EUR"
1405154	"TA"	999	25/09/2014 11:42:10	"CON"	""	0,0000	0,2500	0,0000	0.0000	0,2800	25/09/2014 23:59:59	"EUR"
1405155	"TA"	999	25/09/2014 11:44:25	"TAR"	""	0,0000	0,0000	82,3100	0.0000	99,6000	25/09/2014 23:59:59	"EUR"
1405156	"TA"	999	25/09/2014 11:58:34	"CON"	""	0,0000	2,2700	9,2600	0.0000	13,7000	25/09/2014 23:59:59	"EUR"
1405157	"TA"	999	25/09/2014 12:13:03	"CON"	""	0,0000	0,0000	3,6400	0.0000	4,4000	25/09/2014 23:59:59	"EUR"
1405158	"TA"	999	25/09/2014 12:18:12	"CON"	""	0,0000	3,7000	0,0000	0.0000	4,0700	25/09/2014 23:59:59	"EUR"
1405159	"TA"	999	25/09/2014 12:47:55	"CON"	""	0,0000	0,0000	1,2200	0.0000	1,4800	25/09/2014 23:59:59	"EUR"
1405160	"TA"	999	25/09/2014 13:08:25	"CON"	""	0,0000	0,4400	0,0000	0.0000	0,4800	25/09/2014 23:59:59	"EUR"
1405161	"TA"	999	25/09/2014 13:11:16	"CON"	""	0,0000	0,0000	2,1900	0.0000	2,6500	25/09/2014 23:59:59	"EUR"
1405162	"TA"	999	25/09/2014 13:18:17	"CON"	""	2,2100	2,3500	14,5000	0.0000	22,4400	25/09/2014 23:59:59	"EUR"
